accuracy,loss,val_accuracy,val_loss,epoch,model_version,run_id
0.8877508044242859,0.38204851746559143,0.9870659112930298,0.04696955531835556,1,baseline_cnn,20260205_225054
0.9860014915466309,0.04530562832951546,0.9874876737594604,0.037900038063526154,2,baseline_cnn,20260205_225054
0.9930208325386047,0.024233084172010422,0.9899245500564575,0.029934344813227654,3,baseline_cnn,20260205_225054
0.9944568276405334,0.019502418115735054,0.9964852929115295,0.011778702959418297,4,baseline_cnn,20260205_225054
0.9959129095077515,0.015468758530914783,0.9961103796958923,0.018935685977339745,5,baseline_cnn,20260205_225054
